层级,快照,名次,key,条数,行占比%,流量占比%
自下而上 叶,2025搜索,2,23,728,7.281456291258252,6.792408685169443
自下而上 叶,2025搜索,3,19,658,6.581316263252651,6.202213634921192
自下而上 叶,2025搜索,4,20,645,6.4512902580516105,5.658072158342877
自下而上 叶,2025搜索,5,48,416,4.160832166433287,4.886798157158026
自下而上 叶,2025搜索,6,15,349,3.4906981396279257,4.573757213989061
自下而上 叶,2025搜索,7,25,344,3.4406881376275256,3.330711637707227
自下而上 叶,2025搜索,8,4,308,3.0806161232246447,2.9246692032454202
自下而上 叶,2025搜索,9,35,300,3.000600120024005,3.3969136498577632
自下而上 叶,2025搜索,10,12,274,2.7405481096219244,2.8657144610585683
自下而上 叶,2025搜索随机1w,1,18,744,7.44,3.8886849254717677
自下而上 叶,2025搜索随机1w,2,23,711,7.11,8.226742051545637
自下而上 叶,2025搜索随机1w,3,46,668,6.68,7.0621925251486894
自下而上 叶,2025搜索随机1w,4,0,613,6.13,2.917982230707101
自下而上 叶,2025搜索随机1w,5,7,567,5.67,1.8870695352081652
自下而上 叶,2025搜索随机1w,6,24,562,5.62,1.691754166972612
自下而上 叶,2025搜索随机1w,7,1,518,5.18,3.2968646743520087
自下而上 叶,2025搜索随机1w,8,42,429,4.29,1.6432924590645426
自下而上 叶,2025搜索随机1w,9,41,392,3.92,2.293854174315295
自下而上 叶,2025搜索随机1w,10,22,372,3.72,1.7504956311036057
自下而上 叶,2026搜索,1,9,1590,15.903180636127226,20.171719636722997
自下而上 叶,2026搜索,2,23,667,6.67133426685337,6.111315167435094
自下而上 叶,2026搜索,3,48,499,4.990998199639928,6.376701456936553
自下而上 叶,2026搜索,4,19,440,4.400880176035207,3.6143185714529826
自下而上 叶,2026搜索,5,20,405,4.050810162032406,3.1963668459524945
自下而上 叶,2026搜索,6,15,392,3.9207841568313664,5.205906697768563
自下而上 叶,2026搜索,7,25,327,3.2706541308261654,3.088672467583685
自下而上 叶,2026搜索,8,12,322,3.2206441288257652,3.2275865035077955
自下而上 叶,2026搜索,9,1,289,2.8905781156231245,2.7911833075825556
自下而上 叶,2026搜索,10,8,267,2.670534106821364,2.2455305104951617
自下而上 叶,2026搜索随机1w,1,18,847,8.47,6.812868752087276
自下而上 叶,2026搜索随机1w,2,0,709,7.09,5.282199710564399
自下而上 叶,2026搜索随机1w,3,7,661,6.61,4.898140932873205
自下而上 叶,2026搜索随机1w,4,24,637,6.37,4.642101747745742
自下而上 叶,2026搜索随机1w,5,23,625,6.25,5.994656573527775
自下而上 叶,2026搜索随机1w,6,46,622,6.22,5.4825782032728485
自下而上 叶,2026搜索随机1w,7,1,551,5.51,4.575308916842926
自下而上 叶,2026搜索随机1w,8,41,349,3.49,3.2171880218189917
自下而上 叶,2026搜索随机1w,9,42,349,3.49,3.155961260158076
